Counter,Channel1,Channel2
1532,1419,1580
1533,1392,1576
1534,1355,1596
1535,1374,1593
1536,1413,1577
1537,1434,1580
1538,1448,1579
1539,1452,1577
1540,1432,1597
1541,1392,1597
1542,1370,1576
1543,1383,1579
1544,1400,1595
1545,1470,1582
1546,1532,1595
1547,1562,1583
1548,1545,1581
1549,1479,1592
1550,1469,1592
1551,1500,1592
1552,1498,1608
1553,1503,1582
1554,1513,1611
1555,1608,1598
1556,1645,1582
1557,1655,1593
1558,1656,1594
1559,1678,1592
1560,1721,1577
1561,1756,1596
1562,1784,1597
1563,1752,1606
1564,1672,1591
1565,1735,1594
1566,1832,1597
1567,1913,1614
1568,1935,1600
1569,1942,1612
1570,1946,1628
1571,1965,1642
1572,1962,1624
1573,1981,1615
1574,2062,1640
1575,2040,1631
1576,2060,1638
1577,2103,1608
1578,2058,1599
1579,2122,1613
1580,2171,1655
1581,2215,1642
1582,2232,1657
1583,2263,1641
1584,2250,1630
1585,2233,1643
1586,2265,1628
1587,2281,1611
1588,2296,1626
1589,2314,1627
1590,2350,1629
1591,2343,1611
1592,2360,1626
1593,2351,1641
1594,2365,1641
1595,2377,1624
1596,2414,1625
1597,2429,1625
1598,2399,1624
1599,2444,1639
1600,2477,1640
1601,2486,1640
1602,2507,1627
1603,2527,1645
1604,2535,1628
1605,2557,1641
1606,2559,1599
1607,2540,1631
1608,2590,1629
1609,2600,1628
1610,2556,1624
1611,2599,1630
1612,2589,1613
1613,2553,1612
1614,2590,1626
1615,2618,1631
1616,2651,1643
1617,2666,1640
1618,2654,1614
1619,2665,1592
1620,2634,1593
1621,2600,1612
1622,2622,1593
1623,2664,1593
1624,2654,1597
1625,2668,1609
1626,2618,1582
1627,2652,1576
1628,2683,1576
1629,2719,1577
1630,2618,1598
1631,2560,1591
1632,2633,1580
1633,2715,1596
1634,2745,1578
1635,2727,1550
1636,2713,1533
1637,2698,1533
1638,2699,1518
1639,2671,1562
1640,2649,1561
1641,2648,1559
1642,2620,1544
1643,2632,1544
1644,2654,1550
1645,2680,1535
1646,2618,1564
1647,2630,1531
1648,2572,1533
1649,2574,1579
1650,2586,1575
1651,2571,1563
1652,2573,1548
1653,2585,1562
1654,2585,1576
1655,2571,1576
1656,2556,1576
1657,2569,1548
1658,2558,1551
1659,2574,1583
1660,2510,1568
1661,2476,1582
1662,2527,1578
1663,2568,1594
1664,2536,1565
1665,2523,1534
1666,2492,1547
1667,2539,1560
1668,2508,1547
1669,2491,1566
1670,2476,1563
1671,2474,1562
1672,2428,1568
1673,2471,1590
1674,2476,1576
1675,2487,1533
1676,2462,1517
1677,2439,1544
1678,2424,1550
1679,2414,1544
1680,2399,1562
1681,2395,1564
1682,2427,1564
1683,2412,1562
1684,2399,1576
1685,2365,1575
